sk_d_aluno,sk_d_periodo,sk_d_curso,situacao_matricula,situacao_matricula_simplificada
e0b622928cc5cce894edbd8bb072b279cecc849c477aa83884ba3cdd6ac57e8a,af00ff19baa5f3dd256a035daba3da66e989aa724bf3bd4bee6b78f97e5d9250,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelamento por ultrapassagem do prazo máximo de trancamento,Trancada
e0b622928cc5cce894edbd8bb072b279cecc849c477aa83884ba3cdd6ac57e8a,6aa4d8e425e255ac24c50eab3925ed6725e24f57bfae1f23baf616716dd90786,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelamento por ultrapassagem do prazo máximo de trancamento,Trancada
fcfd8890e8bf85a7ac9e24cd134ac476ea0cf085bea3d5cdb46a9deda39f708a,e3357db369315dface23ca8eeae3293fb2728b4ba0b67b52fb42f41730ca5be4,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelamento por ultrapassagem do prazo máximo de trancamento,Trancada
fcfd8890e8bf85a7ac9e24cd134ac476ea0cf085bea3d5cdb46a9deda39f708a,7b8b1973ae6e0edd4d8c64d11edc3209f6570d749aa3d888f923241ba225e9be,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelamento por ultrapassagem do prazo máximo de trancamento,Trancada
fcfd8890e8bf85a7ac9e24cd134ac476ea0cf085bea3d5cdb46a9deda39f708a,76f3cf6a759b1db8960ab8d4391d06db231aa88ebec4703923ecd7d1c3114a36,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelamento por ultrapassagem do prazo máximo de trancamento,Trancada
fcfd8890e8bf85a7ac9e24cd134ac476ea0cf085bea3d5cdb46a9deda39f708a,907b42ffba4f3282f096d32ac2f9d0e04a91c872177f299b3c9cd3e362440b3e,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelamento por ultrapassagem do prazo máximo de trancamento,Trancada
a11f5047756d8764dbe56436976d1fd85be0d1035cd5608d067f6eed1e29b993,ad209e8f41634e724648164d9664b564f0d3cd7ddabfe38a86bbd99e281de81b,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelamento por ultrapassagem do prazo máximo de trancamento,Trancada
a11f5047756d8764dbe56436976d1fd85be0d1035cd5608d067f6eed1e29b993,ab7fe9a4f4c31c999d0c6f7a3656cc2d9692a086d0bda056b34ac7a54697b3b4,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelamento por ultrapassagem do prazo máximo de trancamento,Trancada
a11f5047756d8764dbe56436976d1fd85be0d1035cd5608d067f6eed1e29b993,7fbaf654704927cabb4e26d8587cfccbe0bf9697ef94e4fdabdfd2daee1ade8c,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelamento por ultrapassagem do prazo máximo de trancamento,Trancada
a11f5047756d8764dbe56436976d1fd85be0d1035cd5608d067f6eed1e29b993,932b055d485607e351134c2dab78b5c0d01a3a5c30630e7f214daddf25aadfbd,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelamento por ultrapassagem do prazo máximo de trancamento,Trancada
a11f5047756d8764dbe56436976d1fd85be0d1035cd5608d067f6eed1e29b993,e3357db369315dface23ca8eeae3293fb2728b4ba0b67b52fb42f41730ca5be4,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelamento por ultrapassagem do prazo máximo de trancamento,Trancada
a11f5047756d8764dbe56436976d1fd85be0d1035cd5608d067f6eed1e29b993,7b8b1973ae6e0edd4d8c64d11edc3209f6570d749aa3d888f923241ba225e9be,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelamento por ultrapassagem do prazo máximo de trancamento,Trancada
82cdf5824a0b67931d1e131cd642773e55ec77cd6cc6178fa3c3deb3ba568499,bd4ca729b9fae220048d499f7ec0983be62fd0e2dd2ac6a72e685fc855b1146c,ead5722322132547db9b89147353c2c974827173daeeba09dccada7d6aa48caf,Cancelamento a pedido,Trancada
9b962e22cdbe48ecd23e1a17b4ff2b5c717d4667c72ef366d6274ea5dc75a9ba,6b62208c0403a5eef0c0e94e8c3bdd6964bda62af0eb73d413d2ece261c076c3,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelamento por ultrapassagem do prazo máximo de trancamento,Trancada
9b962e22cdbe48ecd23e1a17b4ff2b5c717d4667c72ef366d6274ea5dc75a9ba,78ba596a4611e2f56107187247ad80435e69b9ca008562803430318636529353,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelamento por ultrapassagem do prazo máximo de trancamento,Trancada
9b962e22cdbe48ecd23e1a17b4ff2b5c717d4667c72ef366d6274ea5dc75a9ba,af00ff19baa5f3dd256a035daba3da66e989aa724bf3bd4bee6b78f97e5d9250,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelamento por ultrapassagem do prazo máximo de trancamento,Trancada
9b962e22cdbe48ecd23e1a17b4ff2b5c717d4667c72ef366d6274ea5dc75a9ba,6aa4d8e425e255ac24c50eab3925ed6725e24f57bfae1f23baf616716dd90786,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelamento por ultrapassagem do prazo máximo de trancamento,Trancada
f649a3a6a53979e08267ad3bf1b2fe557cb8882da28add5a522b28330c5489f5,6aa4d8e425e255ac24c50eab3925ed6725e24f57bfae1f23baf616716dd90786,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelada por conclusão de curso,Trancada
bde893d96c8c697679732f9d39a839947760c2e8ed265d7fe88d34f9516d3559,932b055d485607e351134c2dab78b5c0d01a3a5c30630e7f214daddf25aadfbd,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelada por conclusão de curso,Trancada
36f7834694063c359dd194f0c6e1b3ec336ca5c4d5aec921f9b5e7f810d66b84,76f3cf6a759b1db8960ab8d4391d06db231aa88ebec4703923ecd7d1c3114a36,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelada por abandono Definitivo,Trancada
688b779634f109610d8454d616aaa16433fceb49ff8fb7873059a0faf11f2fca,78ba596a4611e2f56107187247ad80435e69b9ca008562803430318636529353,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelamento por ultrapassagem do prazo máximo de trancamento,Trancada
688b779634f109610d8454d616aaa16433fceb49ff8fb7873059a0faf11f2fca,af00ff19baa5f3dd256a035daba3da66e989aa724bf3bd4bee6b78f97e5d9250,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelamento por ultrapassagem do prazo máximo de trancamento,Trancada
688b779634f109610d8454d616aaa16433fceb49ff8fb7873059a0faf11f2fca,6aa4d8e425e255ac24c50eab3925ed6725e24f57bfae1f23baf616716dd90786,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelamento por ultrapassagem do prazo máximo de trancamento,Trancada
688b779634f109610d8454d616aaa16433fceb49ff8fb7873059a0faf11f2fca,157e14c3cf817fe86157aeb6e500f2db5ed9b2a65e79b886832267b887863faa,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelamento por ultrapassagem do prazo máximo de trancamento,Trancada
1e871761f143fcbc181966e949c47f3a9351673d78f81471ab5ceea30dd425f5,af00ff19baa5f3dd256a035daba3da66e989aa724bf3bd4bee6b78f97e5d9250,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelada por conclusão de curso,Trancada
1e871761f143fcbc181966e949c47f3a9351673d78f81471ab5ceea30dd425f5,6aa4d8e425e255ac24c50eab3925ed6725e24f57bfae1f23baf616716dd90786,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelada por conclusão de curso,Trancada
77e63decd1c7f62a77968ef3570c2d757f63bec80975a0f7bb8bb906bd5297bc,75c6f2fd802d302b8fba180502263a9e4d636d08bed8ebd8d1a3d8fc440f229a,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelamento por ultrapassagem do prazo máximo de trancamento,Trancada
77e63decd1c7f62a77968ef3570c2d757f63bec80975a0f7bb8bb906bd5297bc,bd4ca729b9fae220048d499f7ec0983be62fd0e2dd2ac6a72e685fc855b1146c,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelamento por ultrapassagem do prazo máximo de trancamento,Trancada
77e63decd1c7f62a77968ef3570c2d757f63bec80975a0f7bb8bb906bd5297bc,1eabe661ec79f3038b8b32ef1670b2634e2b15a4bf8630e0cccc14e0c6de2cf5,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelamento por ultrapassagem do prazo máximo de trancamento,Trancada
77e63decd1c7f62a77968ef3570c2d757f63bec80975a0f7bb8bb906bd5297bc,b2f36db8a936f8061ad8468654ceb457288ea12c228a03b06544095e72e81b69,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelamento por ultrapassagem do prazo máximo de trancamento,Trancada
19ecbb38b0f5468df15151255ea744bafba2d4c3e67030a1b286804b65d78dc1,75c6f2fd802d302b8fba180502263a9e4d636d08bed8ebd8d1a3d8fc440f229a,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelamento por ultrapassagem do prazo máximo de trancamento,Trancada
19ecbb38b0f5468df15151255ea744bafba2d4c3e67030a1b286804b65d78dc1,bd4ca729b9fae220048d499f7ec0983be62fd0e2dd2ac6a72e685fc855b1146c,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelamento por ultrapassagem do prazo máximo de trancamento,Trancada
19ecbb38b0f5468df15151255ea744bafba2d4c3e67030a1b286804b65d78dc1,1eabe661ec79f3038b8b32ef1670b2634e2b15a4bf8630e0cccc14e0c6de2cf5,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelamento por ultrapassagem do prazo máximo de trancamento,Trancada
19ecbb38b0f5468df15151255ea744bafba2d4c3e67030a1b286804b65d78dc1,b2f36db8a936f8061ad8468654ceb457288ea12c228a03b06544095e72e81b69,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelamento por ultrapassagem do prazo máximo de trancamento,Trancada
666d0c48f358da1d163cc2716971085a6a9fe006ecdadfdeb86fe1cb6c44fa88,6aa4d8e425e255ac24c50eab3925ed6725e24f57bfae1f23baf616716dd90786,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelamento por ultrapassagem do prazo máximo de trancamento,Trancada
666d0c48f358da1d163cc2716971085a6a9fe006ecdadfdeb86fe1cb6c44fa88,157e14c3cf817fe86157aeb6e500f2db5ed9b2a65e79b886832267b887863faa,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelamento por ultrapassagem do prazo máximo de trancamento,Trancada
666d0c48f358da1d163cc2716971085a6a9fe006ecdadfdeb86fe1cb6c44fa88,75c6f2fd802d302b8fba180502263a9e4d636d08bed8ebd8d1a3d8fc440f229a,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelamento por ultrapassagem do prazo máximo de trancamento,Trancada
666d0c48f358da1d163cc2716971085a6a9fe006ecdadfdeb86fe1cb6c44fa88,bd4ca729b9fae220048d499f7ec0983be62fd0e2dd2ac6a72e685fc855b1146c,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelamento por ultrapassagem do prazo máximo de trancamento,Trancada
72c6c136778ddd7d836fd74eefb440dc7d36f46d118468dbc85c95dba2cee5e1,e040382c23bb840e73a6d164aacda1b729fbae8e0ca6caa41f235a032d5dfbfd,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelada por abandono Definitivo,Trancada
72c6c136778ddd7d836fd74eefb440dc7d36f46d118468dbc85c95dba2cee5e1,6b62208c0403a5eef0c0e94e8c3bdd6964bda62af0eb73d413d2ece261c076c3,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelada por abandono Definitivo,Trancada
72c6c136778ddd7d836fd74eefb440dc7d36f46d118468dbc85c95dba2cee5e1,78ba596a4611e2f56107187247ad80435e69b9ca008562803430318636529353,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelada por abandono Definitivo,Trancada
5309b27dc14e4d856945e3d9b9bd8c998310e2deb54a00c3a51ff2add2e7db8f,78ba596a4611e2f56107187247ad80435e69b9ca008562803430318636529353,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelada por conclusão de curso,Trancada
5d497af73fac097a97e483b81fb78c2e4341293bbde7bd54e4f8edd072b6855c,7b8b1973ae6e0edd4d8c64d11edc3209f6570d749aa3d888f923241ba225e9be,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelada por conclusão de curso,Trancada
5d497af73fac097a97e483b81fb78c2e4341293bbde7bd54e4f8edd072b6855c,76f3cf6a759b1db8960ab8d4391d06db231aa88ebec4703923ecd7d1c3114a36,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelada por conclusão de curso,Trancada
5d497af73fac097a97e483b81fb78c2e4341293bbde7bd54e4f8edd072b6855c,907b42ffba4f3282f096d32ac2f9d0e04a91c872177f299b3c9cd3e362440b3e,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelada por conclusão de curso,Trancada
5d497af73fac097a97e483b81fb78c2e4341293bbde7bd54e4f8edd072b6855c,e040382c23bb840e73a6d164aacda1b729fbae8e0ca6caa41f235a032d5dfbfd,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelada por conclusão de curso,Trancada
5d497af73fac097a97e483b81fb78c2e4341293bbde7bd54e4f8edd072b6855c,a931929b37429ec63d3207d7017794040e92c91e9bae26733d9b0fe7268be3a7,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelada por conclusão de curso,Trancada
5d497af73fac097a97e483b81fb78c2e4341293bbde7bd54e4f8edd072b6855c,a5ebcb5a2af796da2bb75cb5e5fdc8585afde0a591fb6ced6f16c983cf5e94e7,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelada por conclusão de curso,Trancada
5d497af73fac097a97e483b81fb78c2e4341293bbde7bd54e4f8edd072b6855c,224c11eb2d29e47ad48c9f9f6b5ea32d4ac71e3607c11d7e0c51c17839d3789b,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelada por conclusão de curso,Trancada
5d497af73fac097a97e483b81fb78c2e4341293bbde7bd54e4f8edd072b6855c,81684e276b6c3eb41e2872e5bf148226f48cdf43c5be3c9233f3c8ddef59f55a,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelada por conclusão de curso,Trancada
a024bb69b399da53ac12fa8bb1b042d2fdd05e4cca23a523438186757b5e7638,76f3cf6a759b1db8960ab8d4391d06db231aa88ebec4703923ecd7d1c3114a36,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelada por abandono Definitivo,Trancada
46dc89709a5ffec568b571793e271f12bf591130169e68d6862994bf989aaa00,af00ff19baa5f3dd256a035daba3da66e989aa724bf3bd4bee6b78f97e5d9250,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelada por abandono Definitivo,Trancada
02c18669a0b8ba1ff0980c94533c665e8f8d00437e05d2e142ab8c2f6c1b5019,7b8b1973ae6e0edd4d8c64d11edc3209f6570d749aa3d888f923241ba225e9be,18d23ee40f36af9a5cbd3ffe0e233fd62709a75b2b0ce307daf9f837c7cd5ea6,Cancelada por abandono Definitivo,Trancada
f7c984babf61ed450f3b691f82437dbb6db246da0464817c41837fdf820985c9,75c6f2fd802d302b8fba180502263a9e4d636d08bed8ebd8d1a3d8fc440f229a,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelamento por ultrapassagem do prazo máximo de trancamento,Trancada
f7c984babf61ed450f3b691f82437dbb6db246da0464817c41837fdf820985c9,bd4ca729b9fae220048d499f7ec0983be62fd0e2dd2ac6a72e685fc855b1146c,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelamento por ultrapassagem do prazo máximo de trancamento,Trancada
f7c984babf61ed450f3b691f82437dbb6db246da0464817c41837fdf820985c9,1eabe661ec79f3038b8b32ef1670b2634e2b15a4bf8630e0cccc14e0c6de2cf5,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelamento por ultrapassagem do prazo máximo de trancamento,Trancada
f7c984babf61ed450f3b691f82437dbb6db246da0464817c41837fdf820985c9,b2f36db8a936f8061ad8468654ceb457288ea12c228a03b06544095e72e81b69,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelamento por ultrapassagem do prazo máximo de trancamento,Trancada
f7c984babf61ed450f3b691f82437dbb6db246da0464817c41837fdf820985c9,a931929b37429ec63d3207d7017794040e92c91e9bae26733d9b0fe7268be3a7,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelamento por ultrapassagem do prazo máximo de trancamento,Trancada
527d0314ac627b6c5aa42cea08035941eebeee52cfa8e0a318ea0dd9e93c1d5e,76f3cf6a759b1db8960ab8d4391d06db231aa88ebec4703923ecd7d1c3114a36,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelamento por opção de curso,Trancada
527d0314ac627b6c5aa42cea08035941eebeee52cfa8e0a318ea0dd9e93c1d5e,907b42ffba4f3282f096d32ac2f9d0e04a91c872177f299b3c9cd3e362440b3e,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelamento por opção de curso,Trancada
527d0314ac627b6c5aa42cea08035941eebeee52cfa8e0a318ea0dd9e93c1d5e,e040382c23bb840e73a6d164aacda1b729fbae8e0ca6caa41f235a032d5dfbfd,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelamento por opção de curso,Trancada
cb493e63ba8c50b54e7f12b0d1fd382cf15153723c50cf8ab9bce7ebd9304458,e3357db369315dface23ca8eeae3293fb2728b4ba0b67b52fb42f41730ca5be4,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelamento por ultrapassagem do prazo máximo de trancamento,Trancada
cb493e63ba8c50b54e7f12b0d1fd382cf15153723c50cf8ab9bce7ebd9304458,7b8b1973ae6e0edd4d8c64d11edc3209f6570d749aa3d888f923241ba225e9be,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelamento por ultrapassagem do prazo máximo de trancamento,Trancada
cb493e63ba8c50b54e7f12b0d1fd382cf15153723c50cf8ab9bce7ebd9304458,76f3cf6a759b1db8960ab8d4391d06db231aa88ebec4703923ecd7d1c3114a36,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelamento por ultrapassagem do prazo máximo de trancamento,Trancada
cb493e63ba8c50b54e7f12b0d1fd382cf15153723c50cf8ab9bce7ebd9304458,907b42ffba4f3282f096d32ac2f9d0e04a91c872177f299b3c9cd3e362440b3e,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelamento por ultrapassagem do prazo máximo de trancamento,Trancada
7abe5ccac5d3c83701cd9e5ac5edee6929d0eb93434bde9e920b6e8b6ecc0a12,76f3cf6a759b1db8960ab8d4391d06db231aa88ebec4703923ecd7d1c3114a36,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelada por abandono Definitivo,Trancada
d8f76dbf2d90c6a1b2c89fd367d4e993161ceb5d3880351396ff28ee70f0529a,932b055d485607e351134c2dab78b5c0d01a3a5c30630e7f214daddf25aadfbd,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelamento por ultrapassagem do prazo máximo de trancamento,Trancada
d8f76dbf2d90c6a1b2c89fd367d4e993161ceb5d3880351396ff28ee70f0529a,e3357db369315dface23ca8eeae3293fb2728b4ba0b67b52fb42f41730ca5be4,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelamento por ultrapassagem do prazo máximo de trancamento,Trancada
d8f76dbf2d90c6a1b2c89fd367d4e993161ceb5d3880351396ff28ee70f0529a,7b8b1973ae6e0edd4d8c64d11edc3209f6570d749aa3d888f923241ba225e9be,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelamento por ultrapassagem do prazo máximo de trancamento,Trancada
d8f76dbf2d90c6a1b2c89fd367d4e993161ceb5d3880351396ff28ee70f0529a,76f3cf6a759b1db8960ab8d4391d06db231aa88ebec4703923ecd7d1c3114a36,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelamento por ultrapassagem do prazo máximo de trancamento,Trancada
b3ed1c61f29f29fc044a760fcad8587a91af1aaf42a4d51635466319e7b6229a,bd4ca729b9fae220048d499f7ec0983be62fd0e2dd2ac6a72e685fc855b1146c,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelada por conclusão de curso,Trancada
80a8795e737a54820dd14035a883284977e2f1370c0199abeb0d48275ad12cc0,b2f36db8a936f8061ad8468654ceb457288ea12c228a03b06544095e72e81b69,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelamento por ultrapassagem do prazo máximo de trancamento,Trancada
80a8795e737a54820dd14035a883284977e2f1370c0199abeb0d48275ad12cc0,a931929b37429ec63d3207d7017794040e92c91e9bae26733d9b0fe7268be3a7,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelamento por ultrapassagem do prazo máximo de trancamento,Trancada
80a8795e737a54820dd14035a883284977e2f1370c0199abeb0d48275ad12cc0,a5ebcb5a2af796da2bb75cb5e5fdc8585afde0a591fb6ced6f16c983cf5e94e7,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelamento por ultrapassagem do prazo máximo de trancamento,Trancada
80a8795e737a54820dd14035a883284977e2f1370c0199abeb0d48275ad12cc0,224c11eb2d29e47ad48c9f9f6b5ea32d4ac71e3607c11d7e0c51c17839d3789b,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelamento por ultrapassagem do prazo máximo de trancamento,Trancada
195e9e045e32544f7e56d9dd204f07e340589953b68632b84746e476ef1734b7,932b055d485607e351134c2dab78b5c0d01a3a5c30630e7f214daddf25aadfbd,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelamento por ultrapassagem do prazo máximo de trancamento,Trancada
195e9e045e32544f7e56d9dd204f07e340589953b68632b84746e476ef1734b7,e3357db369315dface23ca8eeae3293fb2728b4ba0b67b52fb42f41730ca5be4,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelamento por ultrapassagem do prazo máximo de trancamento,Trancada
195e9e045e32544f7e56d9dd204f07e340589953b68632b84746e476ef1734b7,7b8b1973ae6e0edd4d8c64d11edc3209f6570d749aa3d888f923241ba225e9be,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelamento por ultrapassagem do prazo máximo de trancamento,Trancada
195e9e045e32544f7e56d9dd204f07e340589953b68632b84746e476ef1734b7,76f3cf6a759b1db8960ab8d4391d06db231aa88ebec4703923ecd7d1c3114a36,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelamento por ultrapassagem do prazo máximo de trancamento,Trancada
9aff00ba0efdd11b72a178245b13e0a413e84dd93358b076011a50de32b5aa36,a931929b37429ec63d3207d7017794040e92c91e9bae26733d9b0fe7268be3a7,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelamento por ultrapassagem do prazo máximo de trancamento,Trancada
9aff00ba0efdd11b72a178245b13e0a413e84dd93358b076011a50de32b5aa36,a5ebcb5a2af796da2bb75cb5e5fdc8585afde0a591fb6ced6f16c983cf5e94e7,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelamento por ultrapassagem do prazo máximo de trancamento,Trancada
9aff00ba0efdd11b72a178245b13e0a413e84dd93358b076011a50de32b5aa36,224c11eb2d29e47ad48c9f9f6b5ea32d4ac71e3607c11d7e0c51c17839d3789b,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelamento por ultrapassagem do prazo máximo de trancamento,Trancada
9aff00ba0efdd11b72a178245b13e0a413e84dd93358b076011a50de32b5aa36,81684e276b6c3eb41e2872e5bf148226f48cdf43c5be3c9233f3c8ddef59f55a,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelamento por ultrapassagem do prazo máximo de trancamento,Trancada
0589ecd6e0f88f746e7cb0803d30d6bc4714d16ae93c603de39ab82b051c0ba5,a5ebcb5a2af796da2bb75cb5e5fdc8585afde0a591fb6ced6f16c983cf5e94e7,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelada por conclusão de curso,Trancada
a2b1d439231d00349decfd00ce3785620b5445d55801a75790f2227e67e533a0,76f3cf6a759b1db8960ab8d4391d06db231aa88ebec4703923ecd7d1c3114a36,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelada por abandono Definitivo,Trancada
c7e8836d0eb1083006db59d23742abd04944b31a17b0e71b1b565b031ef4c40e,e040382c23bb840e73a6d164aacda1b729fbae8e0ca6caa41f235a032d5dfbfd,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelamento por ultrapassagem do prazo máximo de trancamento,Trancada
c7e8836d0eb1083006db59d23742abd04944b31a17b0e71b1b565b031ef4c40e,6b62208c0403a5eef0c0e94e8c3bdd6964bda62af0eb73d413d2ece261c076c3,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelamento por ultrapassagem do prazo máximo de trancamento,Trancada
c7e8836d0eb1083006db59d23742abd04944b31a17b0e71b1b565b031ef4c40e,78ba596a4611e2f56107187247ad80435e69b9ca008562803430318636529353,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelamento por ultrapassagem do prazo máximo de trancamento,Trancada
