sk_d_disciplina,cod_Disciplina,disciplina
2bf659c9ba99bead2944cf8e4149ddf41a30d13e8adaa12dc40ac22ba6fb1542,IEE361,Economia Monetaria II
ba72199a5a88e225a07c352d6389c727603765c5bfdd4f72be89cb53e9ab3645,IEE471,Economia Industrial
e464f8bf904793630a10a854c6cb72a8c14a9466160d00e14639ad4b94d89e2e,IEE202,Comercio e Invest Internacion
1800700c5e015cb8c4dc9379dc36dc75f4642138344dc99e1900b81b05e6a6bb,IEE233,Econometria I
8b96af991758ef5bc38fbb00656fc49d459b19e838016cbaef7c11a7e783ea30,IEE306,Formacao Economica do Brasil
01b9f785dca2030c5625dc159d2ddc15ee5d36e7c051ec39aa034e2207bd2552,IEE480,Historia do Pensamento Econom
ae062a1469cc4c11e83ac6e8ea54f9dedba5b1ac84217bca828632334c271466,IEE530,Economia da Energia
c454a276f1d7f206060a09ed774f7cb422bd00117da8e53959fc74fdd33ac2e8,IEE540,Finanças e Estratégia Empresar
d85731e76dba020299aa2ee7cff34b1d0ed3e7a0c7aa1840bd5faab0ed83b6ba,IEE301,Economia Bras Contemporanea I
10a20306f693d47806b5bb9b3ded4348517fe59f6925ed2a9bc3ed14426ecba6,IEE303,Economia do Setor Publico
57b6f9f6a949971ff3f42db8de8c31471bbaf9c02248a85a93990ee66d3a72a2,IEE305,Contabilidade Social
b82162982d58253fbee9ec11f5a4a76aa67b08ed5398f99060dddd97e0bc8c35,IEE367,Analise Macroeconomica III
ac1d4280a1c84d92bcbd82523922cce607a231d4d40dc9af017077238ceedff3,IEE423,Econometria II
d03ff8b9700df89f1d01562219c30c55eb80edd6bc480e3911f2823814753202,IEE473,Metodologia da Analise Econom
af65281531b4258c514fb76e94f6ec97862a93dec0e509e268473086d3b4eaf0,IEE302,Econom Brasil Contemporanea II
7ec979f18f993f19f634bd204a5e53c395079dde41ef141ed9a66cfa6b1a0292,IEE304,Desenvolvimento SocioEconomico
2ceee824912e849117024d82a41a88fa0e2dab0024118d8fad757a76f06c60bc,IEE411,Economia Regional e Urbana
b2f254db77165090995e4b3098701e85702056a9eebb239bcaac1980ed03a369,IEE475,Tecnica de Pesq em Economia
26a55b407634c5f2730b9693d8c5dc5a0205336d38ac33eeb4249fc5fb368d33,IEE536,Economia das Instituicoes
00e3b27b9728160ed1306479a82987cb3e7552e5e8b7e28a912a8cb60d9600e9,IUF212,Instituicoes de Direito
7e574c15b909d74a2b82fa115291ce536348f7ece8ff67ba32b7deca69f327b9,ACA405,Estrat Empresas Multinacionais
ea5b442173fb5d29167c656dd282db2ac6d4934b459aec570c41bd348998e467,IEE316,Analise e Elabor de Projetos
1c3cde0847f694ef32c92509e4b0b79ea0c95b828354f83ae341ae0d902db846,IEE474,Experiencias de Dese Comparada
f981d7b80c19e7f939a35ae99d5c34181d92b395faeb42983d60a935267de6ba,IEE516,Economia Aplicada A
99309e1a4393d7e451e8b334ac84a0db956b1fa0e3ac1966b2958cda60ce1181,IEEK03,Monografia I
da297aa867557ab80384bf00df48d8fccb77ce7df846dde146b6fe84addbc2b0,IEEK04,Monografia II
4b29ef567690d27ae00ce84b8dbdd3807006b05210c66955a7764b98f04a03e6,EAE115,Economia
9583e84493d143bea93ae6098bc947242618094256d1cf90206b0d32edf3dd63,LEC111,Grego Genérico I
c5dd648b92b334dbe9bed3bc5b609de2974311eaa6fa658a3830754c1ec0a1d5,ECA112,Comunicação e Realidade Brasil
c4e184ba261c0d2acce44d98ad51573503b6f3238255849d4cccb03bbac90e41,ECL112,Linguagem Gráfica
d709678e3e82e09eaebf68ace8ca16ae9d510d1f0e607c9224ded29d8dc1ecc6,ECS112,Comunicação e Filosofia
09c0930478d749250aa568b59704527332c8473470945d495e8d8a8bc94472e6,ECS113,Comunicação e Artes
33e89848351cff1623e9be67861c9305113edd25eb0df452649cff64f884795c,ECS123,Teoria da Comunicação I
d018b8cb6ad0bf7d4adebc7028c9abdab5c5d1b4a3183564b322f2fd734fb6b2,ECS240,Historia da Comunicação
9ceb84216055b6feca1509ac3cd5cc243849b41a68e21e2aee1be476e7701048,LEV110,Língua Portuguesa I
27f608a2c71348fe30d474d7fc1e85832a80b6f8c89f42cc0a10ad1484a7f06c,ECA123,Sistemas e Técn de Comunicação
a82f71ab2737e33aeeb489748aaefe3e1490e62b51b9394ce3c9e7a0262e988b,ECA244,Comunicação e Economia
3f45bb0feca43e0ad0573e846b7c6d54bfd62ea308dbc8e9dad05113522d1da7,ECAU01,Laboratório de Comunicação A.
d6c397b8e99929810a53d11dd876ffb61c01dd9f9d3752caec8817a8feff779f,ECL122,Linguagem Audiovisual I
bbed8bfa65e70ab70b33bb71163708f72d163c1053637fc5cf13fdea34f459cc,ECS122,"Comunicação, Psicol e Cognição"
07ec1893a59fa5a1d6fc5cef1ab425f7b9d8e5d9b8e73c604eee95619bfde110,ECS236,Teoria da Comunicação II
c7fe010dbb90b30b185fce75a94bed3dfa7ae4d46c9ce9f14d9ad1eb98ee78e2,LEV120,Língua Portuguesa II
96610535cbc20edb8ad3553ffa62c22f8f3efb26992e393db57ff41ff5474696,ECA230,Comunicação e Marketing
13a7ca52fd188ea264e19d7886f88ca63db39d071a0815f43c955eb38f633e38,ECA232,Sistemas de Informação
ea08c841343b023f12c5bab5ac4e12f1a347b483963fdc0195856f58ccee39e9,ECAU02,Laboratório de Comunicação B
427f4dc9383f6e2e20b721e457902871ee9c276e1c5d3d08617a885519f91f73,ECF223,Roteiro de Cinema e TV
bff1430ad9d7f2eb1d5f0edc58ffaf6480f243e6f3d05e08f5b968e0c072771c,ECL234,Linguagem Audiovisual II
96dc5db5d8e12c0582a194578622e0d24aec39825b78c0b6a5745f00cdd4eeae,ECL235,Fotografia
d45a733f671c3942bbede7ca3461b30df64254cad33527e0d9c02f01ed3e27f8,ECS237,Antropologia e Comunicação
80bae906e03404c00ad4a5a7bec92ab2657337e22ab0168acee1be807d593b02,ECS238,Teoria da Comunicação III
cdd153fa92329c2cd22e96e17897798dbba8ac1100369bf581076878bbbc50fd,ECA252,Comp Consum e Segmentação
2bd32ab6bb79fac708170f94750a122a6fc127ac90e7307304b1af978befd407,ECA254,Pesquisa Merc Opinião Publica
8a7332ab526f15f3ccb445456613689babf4455b67c7d82867152b71f12ffb1e,ECA371,Computação Gráfica P/ Vídeo
f3ec50d3e8f20513a764f05e9314b644ca88109afc6d977d63be6495d7ea1c64,ECF222,Narrativa Cinematrografica
d489bdba081ba77bb48a8a80b0154d16d97d71d884fede2d796bd2d3e2bb3420,ECL249,Criação Publicitária
933e52c486b7dc6b423e56eb990c686cc51d24192ecebb237e5cd78945785ec4,ECL254,Red Publ em Mídia Impressa
e62f62b4625862369500f6bd8de1f27ac06571015bbb4ea5c75c89efd8e89918,ECL453,Promoção e Merchandising
72384f155956dd3bec75dbd5456948574284b385c10e1430ca8922bbc2ec653a,ECS505,Seminário em Comunicação F
3963c87ade60e05682da65e34d03c880b024ba3d44f559bff1f0d07e050a8943,ECS513,Comunic Cidad Política IV
5e9cba4d13c12284fa618f24559af5d0a523c070adc0e1ae96b8202a4c147174,ECA251,Planejamento de Campanhas
4490af1784bebe3f405626b4206cb4242512fab9c6f282c33bfc3a9b3cf5b9cd,ECA253,Mídia
8ece3040bc664e4696485632213a2759273f5002a375f03edcb1ad96374231ee,ECA257,Marketing para Publ e Prop
e47889b99b913a560a5a0f9192d01f75ee0535cb533e1c08848a75529a04a00b,ECL367,Prod Public P Radio TV e Cinem
27768faceaf7e6ccef997bbb047e8c02520c00bc9f4f96c250a7aab83719b72c,ECL385,Red Publ em Mídia Eletrônica
d8654c6328f85397787d29a8517ea2ee69ccba8fc525af6fd6b4066920d68c41,ECS503,Seminário em Comunicação D
23dbaf6a8c443f5b47dfae9761ed8dfe6780449b81277f592398b79c09c28e97,ECL380,História da Propaganda
ea1c93098588bcd15cb5298ffe2296da03d6b02ea5a29b38f16919e31a9f97a0,ECL392,Redação Publ em Mídia Sonora
71cf4afc4d24b2f3071273860ab7964c32ad357847f2f505bdd3b0b247a690f1,ECL393,Direção Arte em Publ e Prop
9e6f8295aefc9aa55505de567095eaeac10600d8f76b1284c1b1b6cbbc44140c,ECL508,Foto Publicitária
8010d5cde79a4a68efe37230ac651f16413f9a7b4356668e1df33ef5a93ec7ec,ECS500,Seminário em Comunicação A.
b01cd8780c30a95acef06660c1f1fe7243d2cf7d43dd71f42808761cfedc1e75,ECS523,Comunic Espetac Cultura VI
a9da55eb9d852f395af2c63c6247f8c76227d92d2932f15fedc4a5033fd7d6e0,ECA373,Assessoria de Comunicação
65611c8be770408952302930dfc91e94317bb12280b2184701051422229f93ec,ECA374,Legisl e Ética em Comunicação
a316032a9ac222c05396d62a76bb1546f3a67e4ddb98d3065c1ba5eba1d38106,ECA484,Projeto Experimental I
01c05c624a001f7ebc3ad3778d9bbc3b65763c93abc1eed2584aff05498379b7,ECL510,Agência Experimental
ab5e7cd8a999ece9066bacdec3f54a263dc1e06d4ad8ac44b1b3e76fcf2f19f5,ECS515,Comunic Glob Soc Tecn II
a9b657eda68b83f1d0e624f1431f1d6c1aa17595ee07f8f24e570d20e723b447,ECS512,Comunic Cidad Política III
b4357a70491366f0ada11ef525f364f634ec6783508d0586725b1363c26efb1a,ECA486,Gestão Organiz P/ Comunicação
4ac5c765f91860d6a7e1ffa839166d86dd039e76a5dc44abd5de38a9d5163d4e,ECAY04,Projetos Exper em Public Prop
0d3bfe918072efc9474c5a810969f84877c1ed811e654d04f36924e6650277c2,ECS501,Seminário em Comunicação B
9efd53d9a96ce4168d9fa4e55221f265fc5b10d2cbcb806a1248704192b572ca,MAW123,Matematica Finita
43449b2e61959ea559dbfb15f616be74727268068c247c78b9595c55da3c92c4,IEE512,Teoria e Economia
89e9b07597f72732799bd497535671ebb2c13dd5441622a7cf6b914efb20799a,MAB537,Met Formais de Esp de Sistemas
66c9c15986fe5ccbb7de21c0d7ac014e4a1deea673907593f381e17042b24f5b,MAC128,Cálculo Diferen e Integral II
95d7295fb6f096f113d24d7bf977b15f777a13e3839feffb596beefb5c75ec11,EEI312,Economia A
ec212d0ef8beb9a1912114468fe05da57670860dd4a0a6a4b1b575586e8b0c74,MAB632,Tóp Esp Sist Inteligentes II
78589e9f791c7a67e98b3406cde9c6a160352c2d4ca43598efd94e89f0006be6,FIW125,"Mecânica, Oscilação e Ondas"
37ca06d401eb2e128219ab77fea977f9491326dd1ada7e462dd6071ab7d66ef3,FIW230,Eletromagnetismo e Ótica
3a94c37b22d3e8cdb41a68990819faa09f89e4646c78b47ebca8adbf0455f94b,MAC106,Algebra Linear I
37dd109691ceab4a1afd2685f3d509f5952503f81e66f28dd8fa569e40a4e344,MAD470,Analise Exploratoria de Dados
a33ffb94e75d2f7f15603df95f6485b2329267134d2795f142d5fbcc3a996ffe,MAEX02,Proj em Matematica Aplic B
7ddd6a2f95c85a0697dbb2df7c7fcd47112fece73fdff93f33998add3ff91d45,MAC356,Metodos Matematicos B
c8f7a49fbb90aaf1966859ade54b7ecf2e84d7d92e1f906d6c88ade36e815235,FIM241,Física IV
289123d295c4af23e7f5bec304e09f12aaa75233a7cd5a1745164908df28ed87,FIW121,Mecanica da Particula
e2cfbfa1c1d56a020780c154ea48890c0c824b078bab46f9b96c99f11599b730,EEL170,Computacao I
623284de8f05159145136908aeaa6b950b473ac5e03ddc81ed9038e49dea3cf8,EEL192,Evolucao da Ciencia
c6b0fb02ca46ae56d39a2159f9ce1f2147226b35f837187922a8f46d96aa646d,FIT112,Física I - a
3d67b0e215dc0daa8e34c63c3ac016609c87015cc0a1072f6bbca411fd7374fc,IQG111,Química Ee
f0575029f7ca547c0476792749b330689c51fbb3584144221ee45ff2eef2bd6a,EEH210,Engenharia do Meio Ambiente
00fb4c69981a6facb5baba53f11d8ce58f2a422dc05b747890573f47fdb10a4a,EEL270,Computacao II
e03ce5af7858a47b3d36dfb2d0d0e8bef320dd3703c5a52b44a62a84428282f3,EEL280,Circuitos Logicos
13a55798abe1160cc2c97395b8a2dbc25307ec5c48dd9d4b17efbeb4fcf9d095,FIS121,Física Experimental II
d626ad5d04771bc3ed9c4729514456f98d80ec402e2e1aaa79001aff979ef3a2,FIT122,Física II - a
534f6641524ee78d75c43566f8ee6ac0ebbc816767a01ee216e242f7caf05f0a,EEG110,Desenho de Engenharia
9f8b2ac56210985fba12ec5f6d20d43a5db4866cf110d9880a78d7c343823bdc,EEI202,Humanidades e Ciencias Sociais
5ded892f61602f6801d242dd9c82ade15fa4a3d0fd6d3e702bb4cb98c1c58991,EEI206,Historia da Tecnologia
6355a135be6e01956a0d129b9ea5aceddc6e849ccc46ae5cee680d559f21eb0c,EEL315,Eletronica I
b7c2614efa45359d559df5aefc3a3cbb5de94b68015ab16e16c00bc403c91f6c,EEL330,Teoria Eletromagnetica I
4a3c8d24185d52080a8466a80c4a1ea37cf02b9131a32d5e881aa003eed64156,EEL350,Sistemas Lineares I
c4e94bb27d1ebcf88a782ec620134ddc3baec480d7a99af285b9b86cbb447fdb,EEL356,Metodos Mat em Eng Eletronica
32fb0f4baaf5782b9b0b336cab51bcc29f92b887898c15d58eaed8a181eb96b4,EEL410,Eletronica II
0b0c412d71b6c555f1a9e1e33b67116b94ea4f6581e49b20ccaa3bff62136db4,EEL420,Circuitos Eletricos I
348ceb3e50ff39e5d0a1c5fcc6386052d4d5b193f52edc02bf22edb944c57fa1,EEL480,Sistemas Digitais
70b02a8c117cf63729e181c01ddb0dbf1c54e9d03ffbe3790368e1fc2d4880c8,EEL555,Sistemas Lineares II
837a71589404e79906a6775e256de7c55e0bd2b8f98a00bf7b40ad2fd63f6ac7,EEL470,Algoritmos e Estrut.de Dados
30302c2480d63d0c05262a25dd64c9d212c0b068ae2a4cd5d821c847a02e952a,EEL525,Circuitos Eletricos II
2b15127745b1465c8e7874a5d9ae298846fb3babf9f18228afd189cae8f6a40e,EEL535,Teoria Eletromagnetica II
277ac00b4bdf5a941ae987c3cfc7645ed04e40b3cb4dd8239d4218458f9b9317,EEL580,Arquitetura de Computadores
5630b529242872a26cf2fdea6d835746778ce92ead7f23b7d8ddbc1e362ecab2,EEL630,Modelos Probabilisticos em Eng
05916d107984f54180508d8b55ec0074383f1484848109d4de6934a4d5829693,EEL640,Comunicacoes Analogicas
548ed95ebc658672a7ed7a6ff80f4ea2301bbc238498e45a2eff0f8c241d17c0,EEL840,Top Esp em Sist Comunicacoes
1273db3a7b44f851e69d41307a12a8faa828542642966f2dbdb9795a063704d5,MAB247,Introducao a Cibernetica
bb19397c608b8ad6e1e91f353d8aeaa3c0109a13a33ecbf0892f2a4748b085a2,MAB603,Gestão do Conhecimento
0fffa38dea34508181337f3e02995c4ad79c0dd8e0a45190335230069bbe456b,MAB234,Programação Científica
6eff5d91930e3624e19d7d2587cd99348869cc93ba6ebd641001a0a2a26f5afb,IUS531,Direito Penal Informático
172289c7e729f39ef23d7d3bdbed9cf2e760edd46d60a5eb7a293bca2915d076,MAW111,Calculo de Uma Variavel I
044b999b0552cb552934146217215c0d0f59fce38069a26bea2b8928e265c35d,MAW116,Vetores no R2 e R3
d082ec8e72d23f0a4b674084b9f7a26f6ba62e5eb612b66dc29577de1e61f005,MAW121,Calculo de Uma Variavel II
5ceba740a9c9b9e195aa57e136d70d9ecab2e025b97f25b379974a58fc321713,MAW351,Informatica Aplicada ao Ensino
609fda94bb727d8cf3237b4fb55d4b5fcd0980a2f463b5ca05105c81c3237b6e,MAW112,Introducao a Computacao
ae36ebad9def3a80128bbaef807ec9b6f08c84da9eca9caeea998418fe460c57,FIW111,Introducao a Fisica
361bf7da7590ef516706672db1b77bf4b5628ea5f801611ab4a5b3fca5ddc09e,MAW125,Os Numeros
f1b2980619a288b9e9eae4bc4fcdfce2cec7497687303405606857420007b9eb,MAW126,Algebra Linear
afe16ea25309e0ef1e92b45466a8c59fa9937ef5982cbe3d1096a8afd0e55fdd,MAW235,Os Polinomios
c63a05c41c2cf180344a8700ebd64f41316612924db4ccbcc4fd7bdf955d35f4,MAW354,Fund da Matemat Elementar I
bbdff193e249ae7bcad9c17b56f8eb1e61badd2b06b8c96c2ced71054c02f7ad,EDA592,Estr e Func do Ens de 1 e 2 Gr
f2e99217788e82b2b5108688d5f68a3ada0cf3bab67557b2ea1cb91e1b0ef77c,EDF527,Psicologia da Educacao II CP
5ef7e1f35ff18d7426ea00a44d1dc6642fb90e40527a65a1239b3ff98fd6ad71,MAW241,Calculo de Varias Variaveis II
40e1bc767f92bee64ac060f90ca78d93464865452194621132ad2c39978b1b3b,MAW481,Evol da Ciencia e da Matemat
d83f6ad3e644b4f7f9cc3155beaa75e50d5c7ca648c3b5e7dff3d852da64cb9d,MAW353,Estruturas Algebricas
0a5ad0621e030e790abbfd368124d4ae997a1826c07165a0519afb283035f20a,EDF543,Fund Filosoficos da Educac CP
9f8843968672988d10ce91b266b12c19eca909a19cd26f784437c23a6bf1f023,MAW244,Matematica na Escola
ce2758e7453dcc2e7c5cc153194cda55b6046fd16cb763491f45b9fe8ff11799,MAW476,Fund da Matemat Elementar III
1c59003dcd4966b6a75ee2ebdc562735be133a5ae5bf17d9584328cc095f5d4c,MAW243,Probabilidade e Estatistica
363c9e6f9f904d420fe6513a8b27fd1b2476fa354b36d8dce5be970a6117dcad,MAW485,Análise Complexa
586c864f1960b6a7d6076715df5ce43cc50fe1810274bdfd69e78a0ece977c25,MAW475,Analise Real
b9f5fdf54ca412254bf2d6dffed9f3f285602a9cb699ec0c3732f41aab9b892b,MAW487,Monografia I
58ae4c22500c1bf1a3dd156b6405367f685508d5a856ab8fda6979b5519d5076,MAB230,Cálculo Numérico (CC)
623f7d7775b0b49ce52fcdaa6b01664e3a01031fb21fd648f55a7cfa39ff6940,EEN636,Navegacao a Vela I
321a956b4e6dc1c796aff330a020dd7ba39e6edd208fa2e7702ee557c69af7b3,MAB628,Tóp Esp Comutação Roteam Inter
d51babc02f79d6a34a2987a956d21c2b1e9ca235f77628621f9d5e154cafade9,MAB629,Tóp Esp Redes Longa Distância
146191a29f33c6ae286f35406bde88bb91194e759c36a3a6b6b53cbed9019aae,EEI050,Planejamento Estrategico
f1bec73e58687412384fa0c6499f4074fd4eb4797f912ac276b5ae55414fc18f,EEI933,Economia Brasileira
2c7c683ea5e05130462fa49bdab722b2896916aca7b79b5fdf790957e0bb06c2,MAB117,Computação Concorrente
0ab06a7ea6ce32bf8dcd0db37a5dfd4e4bf57da8a2065f3baa67e65316d30e20,MAE993,Cálculo Int e Diferencial III
7d0088e71ff447c97905637ed9a41f282f353ae0038680139152fbc3f377ff2a,MAE994,Cálculo Int e Diferencial IV
cce2a7b0680e523f4712c3687095574e6c94296bcf8c6d6c8c2c86535fee693e,MAC248,Cálculo Diferen e Integral IV
a27700e70b8ab635548a021e6041d948b455800fe3e40de29dcd07d015046f83,EFC118,Fundamentos da Natacao
cecef3c5f85771bcf50b755588ac09ed7026213d236a23d0c874286fc97c0a04,MAB635,Lab de Sistemas Digitais
1d4f0dd2f3bf80fbd5f7c7a23102d2304dcdb345a489f84edbea679c44cb21a8,ECA504,Efeitos Especiais em Vídeo
39377867be138abe560f453c9480d6571e72314a317ba985de1d4afb557c7f59,MAB124,Programação de Computadores I
6802badc96ab457d1e687a339adba47de3d2c6bd846b63a0044443883196a2c5,EEC200,Introdução à Eng CIVIL
f327d3c3597b67856450e0ac3b51f1f51489d15c25e149f5c33433fb29265046,EEC314,Geomecanica
e362bdd6510e24291858e2cf5737893146b315463d47309e59f50af17291f48f,IQG112,Quimica Experimental EE
c7e5dc741d0c66b21ac3e0b5c84b94c14e8c3b85235f196b70f847a86cfaf799,EEA212,Mecanica I
7de060b42739b1e01b91bdddc276201e0de2b1ebbebc93083926dd8ffc4a7e8b,BAR114,Sist Geom de Representação I
4e26c6198e55fa1b2b4484bc16b7de3d2b4256d9b3e1ab23ddc700bb065c6c60,IGA110,Introd a Astronomia Moderna
77733e6ab80d4024a9034644f35aab68ceb713355f2d7dc1e1c45ea8d8d0169f,IGA113,Astronomia I
5b1de98ef63a790ed7115a4c4e6a287b05367ebe8f2c3e476815a94862b1aa1b,IGA123,Astronomia II
247cff2700574f587a28906811e0f06f60a26ce1ea494eac1a3cb89216d445ae,IGA233,Astronomia III
aa676ba8c06c1690a03a0c1015e83d7cfcbfd4430c1ff74c180400fcff9fae3e,IGA242,Astrofisica I
dc930f2eb1b6d3091c5cc7bac732befb47d3175c0fe96992f02f82558e385ede,IGA364,Tecnica Instrum Astronom II
c154bfe4a0f64a518fffb53b0893f0c1bd1ec6506b2cb0a928a588598c6b3e10,FIW243,Mecanica Classica I
91e0ce7d491dc218f3be6e11a5233474b383632e2f9e851ea98f10deab59069a,IGA352,Astrofisica II
2f0edd07ebf959c924a8d1d9fe841ecb1ab3dc36537f68b14fa7bf22c3bed19c,IGA354,Tecnica Instrum Astronom I
6e1677472b9a3220a500a8f119aacb4c4fa0c5879a393ef378bfa579097dd6bb,IGA474,Tecnica Instrum Astronom III
47e69b150e0925a073a4720dd4e13c51510239bfb58c296f2cc020a40ae5ebd8,IGA470,A Perspectiva Astronomica
f3ffb5bc5d14ba5cfb08de49c3a35fa7e270ee63356fe82ce1e6b405e667a261,IGA484,Pratica Instrum em Astronomia
a8068dfcd9d6e2cb7160e505469c933e7d545e4a86071f7504518a559c07a3b0,FIN241,Física Experimental IV
93827fa564db85b4c3d9c6ee144410c0132a31af5e9a5f8096213e3df3a29418,FIW356,Mecânica Quântica I
8a08c98f5b5b03503b92a5ef7085d19faa707227e1e60ede5162e4b10c9c848e,ACA113,Introducao a Administracao
70c5438681f6efe2902a4b9e78fd4488412a85544fdf1459b695cc6210ed31bf,MAB602,Dw no Sup à Tomada de Decisão
82c26a08c4c04b9085dce27889e63b6f691fbe3a206397a21111eec38f1de78d,EEI051,Anal Sistemica de Emp e Produt
c6fdafe7054dc9166dd654d7d98ef1d8da16718f40133aa80f5d0a3d85cdc6b3,MAB600,Dados Semi-estruturados e XML
8bbe8a73364ebd06f9cf45c7b15950225cf9ac5a35cfedd69dbab2001ae1719c,BAB411,Gravura I
e1a05febd3c5c204cab4a09cd05735d854a3052fddd92aabeb19637c205e3d4a,BAB511,Gravura II
e6ab1c339d27089485275421a10ee1b26579b6992f0d99f46150eac6872f1541,BAF101,Desenho Artístico I
57fb998c6e6f03ed6a033d71d74aaa4419f77f5921dbfe97a6f5ac9cf323f7d1,EEL841,Novas Mídias
b025e69eb927086e77a171115b081df98064c7a7f65595a54ec9a6411134d2d1,EEL874,Inteligencia Artifical
3c6e38fe41f997a3075978d4c7f6dce04369b04bae6e9940eae837d4782918e3,BAF102,Desenho I
3c7ef387693706325dd449d8ae6fb317cf3cd3dbf326663e5b725dbff8ae97a2,EEL880,Top Esp em Sistemas Digitais
8cff48155b2cff31d1903b98f324a4610bf9f88c64c3071bf8d3514222ef952c,EEI735,Contabilidade Gerencial
801a29d12c6f8a7a96d692c16dd38aea20e21485f5000cccdafd5d529e00c8ec,MAE511,Fund Computação Científica I
f5dc1512aee2309ae3f3ea1f65e21e2d11f31d36622c2405df1f90c4ebd3c36b,FIW123,Elementos de Fisica
cd183f28643de804bd3a1737e0522042932de33189d7470b2bf2f525b1343e7d,MAD366,Matematica Financeira
d03919677049eae14800ced6356ea4e35438d073135db4df26d3e26c43759355,MAD351,Inferencia Estatistica I
ab7682c40a75a0d47670f63b6744f2c89487a08b2f36ca2b2c3fba3d3d138283,MAD365,Demografia
6d56622aa846862208500ca913af9fd377a0fca04a16e5736a001aaee647ba8d,MAD478,Teoria do Risco
144e9a739a2c808b3b5af212461dabc26cac8a91ea9d19b1d67d3de032559832,MAD353,Matematica Atuarial I
33d2ade10176a4951e2951cd9755e86f7a68248df35d0787b2e23ec9b12edf13,MAD357,Analise de Regressao
0b663adedb711013dd0e74f74627dba611276b721da817ed51ae40c3b895656e,MAD361,Inferencia Estatistica II
5bd2f115ffef38a3c4a97ac4d5e67b1b6aa51e0679203f6ebbb92033838d071c,MAD360,Estatística Computacional
ee626764b0314738b571680bdb3b6dadc615cb3d03c04ee8479006592acecefc,MAD363,Matematica Atuarial II
d288493e6604820f831a51055652782566eafb9de81ba2f9231291c6e7a6bb6d,MAD484,Anal Estatistica Multivariada
719c79a2bf53bc0ca6acc1c42c22aa814e35fef8cc80d7a3db45d513a800f77a,MAD486,Tecnicas de Amostragem
36b0909a82b2701583f5b2f3ab824c04581133b791609b1d0031de5ab7a6eebc,MAD471,Controle Estat de Qualidade
11e763fd7578a89cc6dd10daa89b165b356bcfb53d87dd34de3bb04c1f5532ca,MAD485,Analise de Series Temporais
1f3673cfb96de49d5abce8a4d70b726dc2347bca429cb436477fe424ec30caba,MAD490,Praticas Atuariais em Seguros
a45049e6d56b33f0fdf77be5d047aa6cd85dc054dc7fdfcaf5be4d259672842f,IUP416,Dir Social e Legisl de Seguros
98b46296991c98a4387790d63ca197e60d01f841d4d5d3ad73159d5cc534be6c,MAD473,Praticas Atuariais em Pensoes
f5e45a730c73f44a4b233d337b4b653cae8953b1a41b7b6777e6634b75c55625,MAD492,Geren Financ Reservas Tecnicas
29c5d8feaaba6f9a0b3bf3a4065fd81de49577cf023486b433f45b4136d7c222,ACC114,Introducao a Contabilidade
fb9e81c77c1b7252e6dd57b9f3880143c4d035a43392b2d104f4fc59f7ac4246,MAD114,Analise Exploratoria de Dados
3b7fe93538c7efc728322d308618532c5e6adbdb789626c601e5fe262a282ccd,MAD115,Introd ao Seguro e Previdencia
06e277501245fde33f0973f3b4d809bdf6523d7c0aa9b4db3792937cd0ea8abd,MAD236,Sem C Atuariais e Estatística
2ed10084f1597164306eb13027851d21f97e4883ac845b031021a3084995860e,MAD496,Topicos Especiais em Atuaria
432e8f122dace7cea58bd7db5919a71dc0d2cd2b5b47d7a70c95d95e904eba2b,MAD495,Analise de Sobrevivencia
47488829366dc6cef66705d15d3b4cfc091ff5b6ce5997a2039ac218eab2e29a,MAD497,Teoria da Credibilidade
c6c840ff9116a06579466739f65cd3edf5cc6762601723ef10298a947f79e931,MAD476,Planejamento de Experimentos
1a36d940c800487cf2b1585f1ff93187559e0770f87aea9be2fa695f7ccce8cb,MAD491,Tarifacao de Seguros
bf235528d3e89c554eda7c5941428ef4df01a1cbe2c057b844106563bc570e6d,MADX02,Projeto em Ciencias Atuariais
a8e1d3524bfce8455897939930b998685b13815519755f3b909f12d59a9a1a08,FIT113,Fisica I - B
beb1ca3c7dab442be1b0365fa3b8fbaa39532209022a9aa1a6addfc9187c8e8f,MAD201,Probabilidade e Estatistica
8c5e0a702e342e0544c6ce88ea5fc97bfddf13fd79b30ce1e537ffcd1d8529f4,FCH116,Metodologia da Historia I
ad46eeb3845a2b7de8e5ceebc4230a1850be2509cad64312f82f5341452fc98e,MAB532,Mineração de Dados
373484b59d7ff528345e2fa657e5b4be6603fc64518c348768a41db9d552dc12,MAB539,Desenvolvimento Ágil
a8cff0b3f3cdc6991275d971f5fef3fdfbbf8d6393afbfc3ba792dfbbfa01d2c,EEH210,Engenharia e Meio Ambiente
b7f222efd52cbffe244ed846d15b4df81f3c155828d7cfa02ec382b588e2f7bf,MAC125,Algebra Linear II
c2da84a2d2cedddfc48a33f2ba72135ba8771e1ce7c019ca850541d2da59301f,MAB636,Algoritmos Paralelos
a64b024d9241a1255c63f57d4cc8b57ed18fd678e1e07988b0bd36bff2bfa59a,IEE514,Econ Industrial e Tecnologica
ac1bff83aa55beaaade6413843125b0a9785b0b8f04e47131de896f71bad8ca3,ACA512,Modelos Mat Dec Investimentos
f1a0513cb73d9a18ece207f5534371333a30b243bf98cffe05ad6b28eb9975e5,IEE529,Regulacao e Defesa da Concorre
5e4efe1f48d4438e48ab576eb99c4b985b1f3fe2fcf36203f3bf609b56a30253,IEE624,Matematica Financeira I
